title,index,text_id,speaker_id
ARMS,4,00000040,0000002c
ARMS,4,0000002e,00000025
ARMS,4,00000034,00000025
ARMS,4,00000028,00000025
ARMS,4,0000003e,00000025
ARMS,4,00000042,00000025
ARMS,4,0000001f,00000025
ARMS,5,0000004a,00000043
ARMS,6,00000061,0000006e
ARMS,6,00000063,00000065
ARMS,6,00000068,00000065
ARMS,6,00000060,0000005f
ARMS,7,0000007d,00000081
ARMS,7,0000007b,00000081
ARMS,10,000000e0,000000d1
ARMS,11,000000fc,000000f9
ARMS,11,000000f5,000000ec
ARMS,11,000000e8,000000ec
ARMS,11,00000100,000000f9
ARMS,11,000000f0,000000f9
ARMS,11,000000f7,000000ec
ARMS,11,000000e6,000000f9
ARMS,11,000000eb,000000f9
ARMS,13,00000134,0000013f
ARMS,14,00000168,00000174
ARMS,14,00000179,00000177
ARMS,14,00000164,00000174
ARMS,14,0000016b,00000156
ARMS,14,00000152,00000174
ARMS,14,00000153,00000174
ARMS,14,0000015b,00000174
ARMS,15,00000199,0000018b
ARMS,16,000001a4,000001aa
ARMS,16,000001ac,000001b2
ARMS,17,000001ca,000001c1
ARMS,17,000001bf,000001c1
ARMS,17,000001b4,000001d5
ARMS,17,000001c3,000001d9
ARMS,17,000001c4,000001d9
ARMS,19,00000200,000001ee
ARMS,19,0000020d,00000215
ARMS,20,0000021b,0000021c
ARMS,20,0000022e,0000021c
ARMS,20,0000021a,0000021c
ARMS,20,00000238,0000023e
ARMS,20,0000023f,00000219
ARMS,20,00000225,0000023e
ARMS,20,0000023a,00000219
ARMS,20,00000227,00000232
ARMS,21,00000250,00000267
ARMS,21,00000245,0000024b
ARMS,21,00000264,00000259
ARMS,21,00000253,00000262
ARMS,21,00000255,00000267
ARMS,22,00000270,00000269
ARMS,22,0000026d,00000269
ARMS,23,00000299,0000027a
ARMS,23,00000286,0000027a
ARMS,23,00000277,0000027a
ARMS,23,00000292,0000027a
ARMS,23,00000298,0000027a
ARMS,24,000002a9,000002aa
ARMS,24,000002a0,000002aa
ARMS,24,000002a5,0000029f
ARMS,25,000002c9,000002bd
ARMS,25,000002b3,000002d2
ARMS,25,000002c6,000002c0
ARMS,25,000002ca,000002bd
ARMS,25,000002d8,000002d2
ARMS,25,000002b2,000002bd
ARMS,25,000002d3,000002d2
ARMS,25,000002d0,000002bd
ARMS,25,000002cb,000002d2
ARMS,25,000002bb,000002bd
ARMS,25,000002c2,000002d7
ARMS,25,000002d9,000002bd
ARMS,25,000002be,000002bd
ARMS,26,000002e4,000002e1
ARMS,27,000002f0,000002f6
ARMS,28,000002fe,00000316
ARMS,28,00000312,00000316
ARMS,30,00000353,00000368
ARMS,32,000003b2,0000039c
ARMS,32,000003b3,000003a8
ARMS,33,000003de,000003d3
ARMS,36,00000435,00000428
ARMS,36,00000425,0000042e
ARMS,36,0000042c,0000042e
ARMS,36,0000042a,0000042e
ARMS,36,00000429,0000042e
ARMS,37,00000454,00000466
ARMS,37,00000440,00000459
ARMS,37,0000044d,00000466
ARMS,37,00000456,00000459
ARMS,39,00000485,00000481
ARMS,40,00000488,000004a3
ARMS,41,000004dd,000004d9
ARMS,41,000004b2,000004d9
ARMS,43,0000051c,0000051a
ARMS,43,00000525,0000051a
ARMS,43,0000050f,0000051a
ARMS,43,00000522,00000518
ARMS,43,00000529,0000051a
ARMS,43,00000512,00000518
ARMS,44,00000536,0000054f
ARMS,44,0000053e,00000549
ARMS,44,0000054a,00000549
ARMS,45,00000569,00000565
ARMS,45,00000567,00000565
ARMS,45,0000055e,00000565
ARMS,45,00000563,00000565
ARMS,45,0000055c,00000565
ARMS,46,0000058c,0000058b
ARMS,46,00000582,0000056e
ARMS,46,00000579,0000056e
ARMS,46,0000058e,0000058b
ARMS,46,00000580,0000058b
ARMS,47,00000590,0000059a
ARMS,47,0000059d,000005a3
ARMS,47,0000059e,000005a3
ARMS,47,00000593,000005a3
ARMS,47,000005a1,00000594
ARMS,48,000005bd,000005b9
ARMS,48,000005b1,000005b2
ARMS,49,000005d7,000005df
ARMS,49,000005cd,000005df
ARMS,49,000005da,000005df
ARMS,50,000005e6,000005e5
ARMS,50,000005e4,000005f8
ARMS,52,00000633,00000636
ARMS,52,00000637,00000636
ARMS,55,00000673,00000658
ARMS,55,0000065b,00000670
ARMS,55,0000066c,0000066f
ARMS,55,0000065e,0000066f
ARMS,55,00000653,0000066f
ARMS,56,00000677,0000067f
ARMS,56,00000691,00000682
ARMS,57,000006c2,000006a9
ARMS,57,000006ab,000006b7
ARMS,57,000006c5,000006a9
ARMS,57,0000069f,000006ae
ARMS,57,000006a4,000006b7
ARMS,57,00000699,00000697
ARMS,57,000006b2,000006b7
ARMS,57,000006a6,00000697
ARMS,57,0000069e,000006ae
ARMS,57,000006c3,000006b7
ARMS,57,000006bf,000006a9
ARMS,57,000006c4,000006ae
ARMS,57,000006cb,000006a9
ARMS,57,000006ad,000006a9
ARMS,58,000006cd,000006ce
ARMS,58,000006cf,000006ce
ARMS,58,000006d3,000006e8
ARMS,59,000006f5,000006f0
ARMS,59,000006f6,000006f3
ARMS,59,00000705,000006ee
ARMS,59,00000702,000006f3
ARMS,59,000006f4,00000703
ARMS,60,0000070d,0000071f
ARMS,60,0000072b,0000070f
ARMS,60,00000732,0000071f
ARMS,60,00000708,0000071c
ARMS,60,0000071a,0000071c
ARMS,60,00000726,0000070a
ARMS,61,0000074d,0000073b
ARMS,61,00000744,0000073b
ARMS,61,0000073c,0000073a
ARMS,61,00000737,0000073b
ARMS,62,0000076e,0000075c
ARMS,62,00000771,00000759
ARMS,62,0000075a,0000076a
ARMS,62,00000753,00000759
ARMS,63,00000790,0000078a
ARMS,63,00000791,0000078a
ARMS,63,0000077b,0000078a
ARMS,63,00000784,0000078e
ARMS,63,00000783,0000078a
ARMS,64,000007a0,00000798
ARMS,66,000007b8,000007c4
ARMS,69,000007e2,000007de
ARMS,71,00000832,0000082a
ARMS,71,00000825,0000082a
ARMS,72,0000084d,00000866
ARMS,72,0000085f,00000859
ARMS,72,00000853,00000859
ARMS,75,000008cf,000008d4
ARMS,75,000008ec,000008d4
ARMS,78,00000954,00000956
ARMS,78,0000093b,0000094e
AisazuNihaIrarenai,2,0000099d,00000987
AisazuNihaIrarenai,2,0000099e,0000097e
AisazuNihaIrarenai,2,00000994,000009a2
AisazuNihaIrarenai,2,00000991,0000097e
AisazuNihaIrarenai,2,0000099f,00000990
AisazuNihaIrarenai,2,00000988,0000097e
AisazuNihaIrarenai,2,0000098a,000009a2
AisazuNihaIrarenai,3,000009c6,000009af
AisazuNihaIrarenai,3,000009c7,000009ac
AisazuNihaIrarenai,3,000009b4,000009ac
AisazuNihaIrarenai,3,000009a5,000009ac
AisazuNihaIrarenai,3,000009c0,000009af
AisazuNihaIrarenai,4,000009ee,000009fd
AisazuNihaIrarenai,4,000009e4,000009cc
AisazuNihaIrarenai,5,00000a34,00000a31
AisazuNihaIrarenai,5,00000a1a,00000a31
AisazuNihaIrarenai,5,00000a5b,00000a53
AisazuNihaIrarenai,5,00000a2f,00000a31
AisazuNihaIrarenai,5,00000a57,00000a31
AisazuNihaIrarenai,5,00000a29,00000a53
AisazuNihaIrarenai,5,00000a2d,00000a48
AisazuNihaIrarenai,5,00000a42,00000a53
AisazuNihaIrarenai,6,00000a76,00000a62
AisazuNihaIrarenai,6,00000a83,00000a62
AisazuNihaIrarenai,7,00000ac9,00000aa0
AisazuNihaIrarenai,7,00000ad1,00000a99
AisazuNihaIrarenai,7,00000ab2,00000ab5
